申請年度,項次,業者名稱,電廠名稱,施工取得日期,土地面積,裝置容量,縣市,鄉鎮區,地段,地號
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及出流管制部分,109/12/4,"203,577.750","2,162.160",嘉義縣,東石鄉,慈安段,929
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","2,162.160",嘉義縣,東石鄉,慈安段,929
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","2,162.160",嘉義縣,東石鄉,慈安段,931-1
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","2,162.160",嘉義縣,東石鄉,慈安段,932-1
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","2,162.160",嘉義縣,東石鄉,慈安段,932
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-1
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-2
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-3
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-4
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-5
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-6
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-7
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-8
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313-9
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1313
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1330
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,布袋鄉,過溝新段,1331
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,380-1
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,380-3
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,380-4
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,380-5
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,380
109,20,廣宇能源股份有限公司,廣宇一期太陽光電發電廠(第二階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/11,"203,577.750","5,932.080",嘉義縣,東石鄉,新掌潭段,432
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,栗子崙段,132-5
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,栗子崙段,134-3
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,栗子崙段,134-4
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,栗子崙段,386-2
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,慈安段,711
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,慈安段,719
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,慈安段,856
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,東石鄉,慈安段,857
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段),109/7/21,"46,479.240","5,363.820",嘉義縣,布袋鄉,過溝新段,1251
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,392-2
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,393
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,394
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,395-3
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,395-5
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,396
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,397
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,398
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,栗子崙段,399
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,慈安段,723-2
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及出流管制部分,109/12/8,"49,113.860","6,070.680",嘉義縣,東石鄉,慈安段,723-3
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,建興段,380
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,建興段,381
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,建興段,382
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,建興段,383
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1339-1
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1340
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1341
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1342
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1343
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1345
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1352
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1354
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,過溝新段,1355
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,東石鄉,新掌潭段,415
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,東石鄉,新掌潭段,416
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,東石鄉,新掌潭段,420
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,東石鄉,新掌潭段,435
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,東石鄉,新掌潭段,436
109,21,廣宇能源股份有限公司,廣宇一期嘉義太陽能發電廠(第三階段)-僅涉及海岸防護區位、涉及出流管制及海岸防護區位等部分,110/5/13,"59,321.020","6,708.240",嘉義縣,布袋鄉,建興段,387
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1333
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1961
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1965
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1964
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1936
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1934
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2025
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2042
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2041
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2155
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1978
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1979
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1980
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1981
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2089
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2090
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2091
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2087
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2074
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2244
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2243
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1390
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,1391
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2272
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2271
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2280
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2367
109,22,天璣智慧能源股份有限公司,天璣第二期(第2-1階段)太陽能電廠,109/09/02,"56,395.000",2-1:5865.2,屏東縣,佳冬鄉,佳和段,2368
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,屏東縣,佳冬鄉,塭仔段,405
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,屏東縣,佳冬鄉,塭豐段,316
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,桃園市,大園區,橫山段橫山小段,0047-0040
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,桃園市,大園區,橫山段橫山小段,0048-0000
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,桃園市,大園區,橫山段橫山小段,0052-0024
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,桃園市,大園區,橫山段橫山小段,0058-0000
109,23,天璣智慧能源股份有限公司,天璣第二期(第二階段)太陽能電廠-2,109/12/10,"4,520.900",458.800,桃園市,大園區,青峰段,0237-0000
109,25,台康日能科技股份有限公司,台康日能嘉義公舘太陽光電發電系統,109/06/30,"124,933.000","4,363.920",嘉義縣,中埔鄉,下六段公館小段,435
109,25,台康日能科技股份有限公司,台康日能嘉義公舘太陽光電發電系統,109/06/30,"124,933.000","4,363.920",嘉義縣,中埔鄉,下六段公館小段,435-6
109,25,台康日能科技股份有限公司,台康日能嘉義公舘太陽光電發電系統,109/06/30,"124,933.000","4,363.920",嘉義縣,中埔鄉,下六段公館小段,436
109,25,台康日能科技股份有限公司,台康日能嘉義公舘太陽光電發電系統,109/06/30,"124,933.000","4,363.920",嘉義縣,中埔鄉,下六段公館小段,436-2
109,25,台康日能科技股份有限公司,台康日能嘉義公舘太陽光電發電系統,109/06/30,"124,933.000","4,363.920",嘉義縣,中埔鄉,下六段公館小段,436-3
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,54
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,54-10
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,54-11
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,54-12
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,54-14
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,58-4
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,60-13
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,62-20
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,62-23
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,66-3
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,66-4
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,66-5
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,66-15
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,66-16
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,70-7
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,70-14
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,70-21
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,71-94
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,71-202
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,78-8
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,84-7
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,445
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,445-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,447
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,447-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,447-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,447-3
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448-4
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448-5
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,448-6
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,449
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,449-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,449-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,450
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,450-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,450-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,451
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,三股子段,451-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,452
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,452-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,453-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,453-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,454
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,454-1
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,454-2
109,26,天篷能源股份有限公司,天篷第一期(第一階段)太陽能電廠,"109/08/12; 110/08/04 換發","797,182.000","67,852.800",台南市,七股區,樹子腳段,455
