申請年度,項次,業者名稱,電廠名稱,施工取得日期,土地面積,裝置容量,縣市,鄉鎮區,地段,地號
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,411
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,470
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,477
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,478
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,479
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,480
109,7,天璣智慧能源股份有限公司,天璣第二期(第1-2階段)太陽能電廠,109/12/10,"50,831.420","5,226.600",屏東縣,佳冬鄉,塭仔段,481
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,935
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,936
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,939
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,968
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,969
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,970
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,971
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,973
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,993
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,994
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,995
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,996
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,997
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,998
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,999
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1000
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1001
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1002
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1003
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1004
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1005
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,940
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,966
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,967
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,972
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,980
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1024
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1025
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1074
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1076
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1077
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1078
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1079
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1080
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1082
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1083
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1094
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1095
109,8,桃旭電力股份有限公司,東和鋼鐵桃園廠太陽光電發電廠,109/06/03,"124,457.260","3,001.505",桃園市,觀音區,保障段,1075
109,9,禧壹股份有限公司,禧壹股份有限公司-亞德客太陽光電發電系統,109/05/22,"58,868.000",672.700,台南市,新市區,新晶段,48-3
